actual,probability_of_default,risk_band,decision,credit_score
0,0.2441059073444258,High Risk,Manual Review,716
0,0.0571177963741883,Very Low Risk,Approve,819
0,0.21964515717513153,High Risk,Manual Review,729
0,0.20981245524244205,Medium Risk,Manual Review,735
1,0.18496558032100122,Medium Risk,Manual Review,748
0,0.2306376290724082,High Risk,Manual Review,723
0,0.27016758826322623,High Risk,Reject,701
0,0.1093511020153497,Low Risk,Manual Review,790
0,0.3468258401774563,Very High Risk,Reject,659
1,0.3505158397379983,Very High Risk,Reject,657
1,0.09425513348170597,Low Risk,Approve,798
0,0.3320165056510188,Very High Risk,Reject,667
0,0.1385892305671131,Low Risk,Manual Review,774
1,0.163672737826179,Medium Risk,Manual Review,760
0,0.09454694494032691,Low Risk,Approve,798
0,0.16788252872820789,Medium Risk,Manual Review,758
0,0.1534275841861666,Medium Risk,Manual Review,766
0,0.4777146791448313,Very High Risk,Reject,587
0,0.49768690325656595,Very High Risk,Reject,576
1,0.050153516558827035,Very Low Risk,Approve,822
1,0.5585620328682529,Very High Risk,Reject,543
0,0.1268592419007577,Low Risk,Manual Review,780
1,0.3884883709877489,Very High Risk,Reject,636
0,0.1436814473955194,Low Risk,Manual Review,771
0,0.20320648989186357,Medium Risk,Manual Review,738
0,0.06407794255551379,Very Low Risk,Approve,815
1,0.15227797481483807,Medium Risk,Manual Review,766
1,0.1209715853732588,Low Risk,Manual Review,783
1,0.38730460680341244,Very High Risk,Reject,637
1,0.34645041970898555,Very High Risk,Reject,659
0,0.46488367820569587,Very High Risk,Reject,594
1,0.2848487494075571,High Risk,Reject,693
0,0.19904427021747198,Medium Risk,Manual Review,741
0,0.13669259609173295,Low Risk,Manual Review,775
0,0.44930854912899615,Very High Risk,Reject,603
0,0.13956142366055307,Low Risk,Manual Review,773
0,0.3540756254926248,Very High Risk,Reject,655
0,0.20890977577155564,Medium Risk,Manual Review,735
0,0.12216689619510604,Low Risk,Manual Review,783
0,0.2604387192128941,High Risk,Reject,707
0,0.18572671073837574,Medium Risk,Manual Review,748
0,0.16643160381695238,Medium Risk,Manual Review,758
0,0.1269978468142102,Low Risk,Manual Review,780
0,0.10903483646588909,Low Risk,Manual Review,790
0,0.2766060731230723,High Risk,Reject,698
1,0.17983361037587783,Medium Risk,Manual Review,751
0,0.22393721986587212,High Risk,Manual Review,727
1,0.34275869048604374,Very High Risk,Reject,661
0,0.1985314347221275,Medium Risk,Manual Review,741
0,0.08275885474412988,Very Low Risk,Approve,804
0,0.1152162276881317,Low Risk,Manual Review,787
0,0.0502203931455155,Very Low Risk,Approve,822
0,0.15597591482846718,Medium Risk,Manual Review,764
0,0.23478804722976795,High Risk,Manual Review,721
0,0.22088108391528682,High Risk,Manual Review,729
0,0.038145939486450425,Very Low Risk,Approve,829
0,0.24295229661657114,High Risk,Manual Review,716
1,0.368771194814911,Very High Risk,Reject,647
0,0.20428424671921253,Medium Risk,Manual Review,738
0,0.11434603218654929,Low Risk,Manual Review,787
1,0.34678375528373057,Very High Risk,Reject,659
0,0.05598433617881521,Very Low Risk,Approve,819
0,0.2828680579262972,High Risk,Reject,694
0,0.1701775118978718,Medium Risk,Manual Review,756
0,0.043005576795783894,Very Low Risk,Approve,826
0,0.1705435703247599,Medium Risk,Manual Review,756
0,0.16781093019918386,Medium Risk,Manual Review,758
1,0.40496163625782305,Very High Risk,Reject,627
0,0.35288411431376954,Very High Risk,Reject,656
0,0.2414515118638022,High Risk,Manual Review,717
1,0.4514004020387025,Very High Risk,Reject,602
0,0.1765483302510744,Medium Risk,Manual Review,753
0,0.09949626002742626,Low Risk,Approve,795
0,0.12434500111122439,Low Risk,Manual Review,782
0,0.1475191369603736,Low Risk,Manual Review,769
0,0.05919311709665946,Very Low Risk,Approve,817
0,0.18726855073835064,Medium Risk,Manual Review,747
0,0.07904526450177318,Very Low Risk,Approve,807
1,0.2290667525414746,High Risk,Manual Review,724
0,0.12212080641972234,Low Risk,Manual Review,783
0,0.24761301911580622,High Risk,Manual Review,714
1,0.07401256216284838,Very Low Risk,Approve,809
1,0.21606235509170713,High Risk,Manual Review,731
0,0.1959472233488423,Medium Risk,Manual Review,742
0,0.1919819900125497,Medium Risk,Manual Review,744
0,0.163180228945063,Medium Risk,Manual Review,760
1,0.061708615895629246,Very Low Risk,Approve,816
0,0.2689385415292537,High Risk,Reject,702
0,0.17103124374321865,Medium Risk,Manual Review,756
0,0.12425982284490272,Low Risk,Manual Review,782
0,0.274569694119354,High Risk,Reject,699
0,0.29661436444926453,High Risk,Reject,687
0,0.2028028151065858,Medium Risk,Manual Review,738
0,0.2000079105724735,Medium Risk,Manual Review,740
1,0.062498032955438106,Very Low Risk,Approve,816
0,0.3640541596526581,Very High Risk,Reject,650
0,0.3174910487301918,Very High Risk,Reject,675
0,0.17269769089262194,Medium Risk,Manual Review,755
0,0.1092808717614427,Low Risk,Manual Review,790
0,0.051790591235677405,Very Low Risk,Approve,822
1,0.49467209882725277,Very High Risk,Reject,578
0,0.022954409163515464,Very Low Risk,Approve,837
1,0.5666811439074977,Very High Risk,Reject,538
0,0.33930653009212647,Very High Risk,Reject,663
0,0.27464498469798365,High Risk,Reject,699
0,0.394659176880356,Very High Risk,Reject,633
1,0.27294654477564284,High Risk,Reject,700
0,0.18811634625655432,Medium Risk,Manual Review,747
0,0.29718435947516014,High Risk,Reject,687
0,0.19498101347715313,Medium Risk,Manual Review,743
0,0.1558599657250981,Medium Risk,Manual Review,764
0,0.12545801898903072,Low Risk,Manual Review,781
0,0.240163048358942,High Risk,Manual Review,718
0,0.543189316859481,Very High Risk,Reject,551
0,0.1794204924219463,Medium Risk,Manual Review,751
0,0.23296055189147913,High Risk,Manual Review,722
0,0.3572395960155297,Very High Risk,Reject,654
1,0.27344732358560947,High Risk,Reject,700
0,0.12173316605949476,Low Risk,Manual Review,783
1,0.4758798239019751,Very High Risk,Reject,588
0,0.0818272886589354,Very Low Risk,Approve,805
0,0.03035535188212067,Very Low Risk,Approve,833
0,0.16047891857289343,Medium Risk,Manual Review,762
0,0.15298264503851255,Medium Risk,Manual Review,766
0,0.26830718413529986,High Risk,Reject,702
0,0.058082615097715805,Very Low Risk,Approve,818
0,0.3895660446623217,Very High Risk,Reject,636
0,0.07022896412680321,Very Low Risk,Approve,811
0,0.08071172071609671,Very Low Risk,Approve,806
0,0.10749506830106155,Low Risk,Manual Review,791
0,0.15494281627447226,Medium Risk,Manual Review,765
0,0.11307036485572224,Low Risk,Manual Review,788
0,0.3514829436175127,Very High Risk,Reject,657
1,0.12329411087344218,Low Risk,Manual Review,782
0,0.3848979245747609,Very High Risk,Reject,638
0,0.13967114898252,Low Risk,Manual Review,773
1,0.09145565970161096,Low Risk,Approve,800
0,0.0930173333518538,Low Risk,Approve,799
1,0.325816204878867,Very High Risk,Reject,671
1,0.28379833945409527,High Risk,Reject,694
0,0.1676967398029551,Medium Risk,Manual Review,758
0,0.0604617401629925,Very Low Risk,Approve,817
0,0.24883724919019928,High Risk,Manual Review,713
0,0.31898358720724845,Very High Risk,Reject,675
0,0.12627900741896697,Low Risk,Manual Review,781
1,0.3182801015629386,Very High Risk,Reject,675
0,0.12139818765221662,Low Risk,Manual Review,783
0,0.05585211917039042,Very Low Risk,Approve,819
0,0.1727636706260627,Medium Risk,Manual Review,755
0,0.04227655722348542,Very Low Risk,Approve,827
0,0.07148404770028811,Very Low Risk,Approve,811
0,0.14956711780341495,Medium Risk,Manual Review,768
0,0.04419639811429107,Very Low Risk,Approve,826
0,0.3410693681246901,Very High Risk,Reject,662
0,0.10694812545654037,Low Risk,Manual Review,791
0,0.10490964784208134,Low Risk,Manual Review,792
0,0.03601562985105467,Very Low Risk,Approve,830
0,0.13918397597643523,Low Risk,Manual Review,773
1,0.3692946785281347,Very High Risk,Reject,647
0,0.07513435622685119,Very Low Risk,Approve,809
0,0.06159079029141545,Very Low Risk,Approve,816
0,0.0254052487804816,Very Low Risk,Approve,836
1,0.20815252418072874,Medium Risk,Manual Review,736
0,0.04950249112887176,Very Low Risk,Approve,823
0,0.10280495867931208,Low Risk,Manual Review,793
0,0.09586929955309084,Low Risk,Approve,797
0,0.09148025250900034,Low Risk,Approve,800
0,0.08637788120419776,Very Low Risk,Approve,802
0,0.06010815975926828,Very Low Risk,Approve,817
0,0.03897356793294399,Very Low Risk,Approve,829
0,0.15702144794553474,Medium Risk,Manual Review,764
0,0.254113063615095,High Risk,Reject,710
0,0.08146282580997784,Very Low Risk,Approve,805
0,0.09070329983895274,Low Risk,Approve,800
0,0.08535636041383952,Very Low Risk,Approve,803
1,0.36053462189058366,Very High Risk,Reject,652
1,0.17759021360914773,Medium Risk,Manual Review,752
0,0.24993441901073496,High Risk,Manual Review,713
1,0.16914941291725896,Medium Risk,Manual Review,757
0,0.05508016830483203,Very Low Risk,Approve,820
0,0.27316414180320664,High Risk,Reject,700
0,0.049627112137214664,Very Low Risk,Approve,823
0,0.22671317689398013,High Risk,Manual Review,725
0,0.07765747910041627,Very Low Risk,Approve,807
0,0.13774749085516483,Low Risk,Manual Review,774
0,0.11231536426708115,Low Risk,Manual Review,788
0,0.2229137325082657,High Risk,Manual Review,727
0,0.08267567547917279,Very Low Risk,Approve,805
1,0.12240411680914856,Low Risk,Manual Review,783
0,0.12436533337907087,Low Risk,Manual Review,782
0,0.19129813513353044,Medium Risk,Manual Review,745
0,0.09422990770624969,Low Risk,Approve,798
0,0.04086512575910134,Very Low Risk,Approve,828
0,0.24517864523487767,High Risk,Manual Review,715
0,0.2632676378012974,High Risk,Reject,705
1,0.25634551665517785,High Risk,Reject,709
1,0.25898971379126495,High Risk,Reject,708
1,0.12634253160069836,Low Risk,Manual Review,781
0,0.22206700294997844,High Risk,Manual Review,728
1,0.3024359920580272,High Risk,Reject,684
0,0.2768029470727764,High Risk,Reject,698
0,0.08970697792267077,Very Low Risk,Approve,801
0,0.059333038036295103,Very Low Risk,Approve,817
0,0.16504198495500005,Medium Risk,Manual Review,759
0,0.09715526978061828,Low Risk,Approve,797
0,0.11143874590223558,Low Risk,Manual Review,789
1,0.30780663120858204,High Risk,Reject,681
0,0.1277542494388052,Low Risk,Manual Review,780
0,0.07663337638225437,Very Low Risk,Approve,808
0,0.11867932828428318,Low Risk,Manual Review,785
1,0.4870309602788723,Very High Risk,Reject,582
0,0.03953702987412355,Very Low Risk,Approve,828
0,0.3346855844454312,Very High Risk,Reject,666
0,0.18614902754958063,Medium Risk,Manual Review,748
0,0.23955072841272732,High Risk,Manual Review,718
0,0.14225390471908564,Low Risk,Manual Review,772
0,0.1270187480452953,Low Risk,Manual Review,780
0,0.3281844915265569,Very High Risk,Reject,669
0,0.45742932681994175,Very High Risk,Reject,598
0,0.143236066813064,Low Risk,Manual Review,771
0,0.3015764049578636,High Risk,Reject,684
0,0.22264268169259413,High Risk,Manual Review,728
0,0.11861321341855365,Low Risk,Manual Review,785
0,0.12147261960544582,Low Risk,Manual Review,783
1,0.13349492501595048,Low Risk,Manual Review,777
0,0.22669633216268767,High Risk,Manual Review,725
0,0.40052154035411053,Very High Risk,Reject,630
0,0.512535554737445,Very High Risk,Reject,568
0,0.10118935532369064,Low Risk,Manual Review,794
0,0.15159716698591072,Medium Risk,Manual Review,767
0,0.2519527480501725,High Risk,Reject,711
1,0.2775239449326668,High Risk,Reject,697
0,0.08367611427780626,Very Low Risk,Approve,804
0,0.22341157755365923,High Risk,Manual Review,727
0,0.18370751799303642,Medium Risk,Manual Review,749
0,0.05614450609747726,Very Low Risk,Approve,819
1,0.26015980328484595,High Risk,Reject,707
0,0.08039937669408717,Very Low Risk,Approve,806
0,0.06083431141311367,Very Low Risk,Approve,817
1,0.2733955782918711,High Risk,Reject,700
0,0.047461191084379684,Very Low Risk,Approve,824
0,0.17122261692545443,Medium Risk,Manual Review,756
0,0.39721415551770994,Very High Risk,Reject,632
1,0.44675120379133865,Very High Risk,Reject,604
0,0.25883022416833523,High Risk,Reject,708
1,0.17105128924847887,Medium Risk,Manual Review,756
0,0.04324316162747196,Very Low Risk,Approve,826
0,0.18899191272623783,Medium Risk,Manual Review,746
0,0.034620190266091505,Very Low Risk,Approve,831
0,0.25799953348945964,High Risk,Reject,708
0,0.29104948293759286,High Risk,Reject,690
1,0.08680767541979649,Very Low Risk,Approve,802
0,0.09785252755708314,Low Risk,Approve,796
0,0.04028730849572093,Very Low Risk,Approve,828
1,0.07481866463057552,Very Low Risk,Approve,809
1,0.32383483326892676,Very High Risk,Reject,672
0,0.05644304220768895,Very Low Risk,Approve,819
1,0.3445710373308636,Very High Risk,Reject,660
0,0.14016441204490024,Low Risk,Manual Review,773
0,0.23784032728410054,High Risk,Manual Review,719
0,0.2309960255733892,High Risk,Manual Review,723
0,0.22918458012469026,High Risk,Manual Review,724
0,0.3642326700478601,Very High Risk,Reject,650
0,0.2203058279960459,High Risk,Manual Review,729
1,0.4613311209341571,Very High Risk,Reject,596
1,0.23041963959551634,High Risk,Manual Review,723
0,0.30459304608227383,High Risk,Reject,682
1,0.1773738668871856,Medium Risk,Manual Review,752
1,0.31674950560764764,Very High Risk,Reject,676
0,0.3663658978308422,Very High Risk,Reject,648
0,0.050871114163624456,Very Low Risk,Approve,822
0,0.375581614986095,Very High Risk,Reject,643
0,0.09642280877038174,Low Risk,Approve,797
0,0.4547319196397589,Very High Risk,Reject,600
1,0.3852022277340165,Very High Risk,Reject,638
0,0.16579148809288724,Medium Risk,Manual Review,759
0,0.32025824544921516,Very High Risk,Reject,674
0,0.15021310755334433,Medium Risk,Manual Review,767
0,0.1838511064220269,Medium Risk,Manual Review,749
1,0.32900793680866475,Very High Risk,Reject,669
0,0.08928428374819723,Very Low Risk,Approve,801
0,0.050194674970541114,Very Low Risk,Approve,822
0,0.13037563459381413,Low Risk,Manual Review,778
1,0.4097383756052234,Very High Risk,Reject,625
0,0.1974080339894326,Medium Risk,Manual Review,741
1,0.15192389310124876,Medium Risk,Manual Review,766
0,0.3829621123388374,Very High Risk,Reject,639
0,0.13988193595189014,Low Risk,Manual Review,773
0,0.13354306543984487,Low Risk,Manual Review,777
0,0.030613929115761194,Very Low Risk,Approve,833
0,0.19321859451028997,Medium Risk,Manual Review,744
1,0.4099998520003726,Very High Risk,Reject,625
0,0.08996790356776761,Very Low Risk,Approve,801
0,0.1709292960191582,Medium Risk,Manual Review,756
0,0.2583344607323761,High Risk,Reject,708
0,0.28424447072277836,High Risk,Reject,694
0,0.27578624327939655,High Risk,Reject,698
1,0.46381592456075804,Very High Risk,Reject,595
0,0.12637855816447352,Low Risk,Manual Review,780
0,0.08096680056986919,Very Low Risk,Approve,805
1,0.3870531025440698,Very High Risk,Reject,637
0,0.18851083563637777,Medium Risk,Manual Review,746
0,0.11186728077105124,Low Risk,Manual Review,788
0,0.08790575662711231,Very Low Risk,Approve,802
0,0.18426461365045718,Medium Risk,Manual Review,749
0,0.3946426914957988,Very High Risk,Reject,633
0,0.20570545554423522,Medium Risk,Manual Review,737
0,0.29013942562057266,High Risk,Reject,690
0,0.04911360700912419,Very Low Risk,Approve,823
1,0.15313137450181485,Medium Risk,Manual Review,766
0,0.3186089454522019,Very High Risk,Reject,675
0,0.1367481223301668,Low Risk,Manual Review,775
1,0.21980809647663205,High Risk,Manual Review,729
0,0.3179991756160866,Very High Risk,Reject,675
0,0.14808353506928404,Medium Risk,Manual Review,769
1,0.5833013501544426,Very High Risk,Reject,529
0,0.18042084295934072,Medium Risk,Manual Review,751
0,0.10813402432865879,Low Risk,Manual Review,791
0,0.15747184870724634,Medium Risk,Manual Review,763
1,0.36411751498898726,Very High Risk,Reject,650
1,0.0971850107629257,Low Risk,Approve,797
1,0.1981390912643444,Medium Risk,Manual Review,741
0,0.4218136390140089,Very High Risk,Reject,618
0,0.17843309397735557,Medium Risk,Manual Review,752
0,0.43505562203917447,Very High Risk,Reject,611
0,0.15690868027396432,Medium Risk,Manual Review,764
0,0.20978029109657953,Medium Risk,Manual Review,735
0,0.06756371475027723,Very Low Risk,Approve,813
0,0.25741514420941725,High Risk,Reject,708
0,0.12643352773153416,Low Risk,Manual Review,780
0,0.1226990477136977,Low Risk,Manual Review,783
0,0.13144913438640055,Low Risk,Manual Review,778
0,0.2100939462579755,Medium Risk,Manual Review,734
0,0.11450960392656467,Low Risk,Manual Review,787
0,0.12232395466390127,Low Risk,Manual Review,783
0,0.13119413953123807,Low Risk,Manual Review,778
0,0.2647063353099968,High Risk,Reject,704
1,0.07704154775407934,Very Low Risk,Approve,808
0,0.17576111589717455,Medium Risk,Manual Review,753
0,0.0977993921276615,Low Risk,Approve,796
0,0.14954585463383843,Medium Risk,Manual Review,768
1,0.18823959342237473,Medium Risk,Manual Review,746
0,0.14360197452561646,Low Risk,Manual Review,771
0,0.2604872966883064,High Risk,Reject,707
0,0.05221519130794822,Very Low Risk,Approve,821
1,0.486444480446562,Very High Risk,Reject,582
0,0.17882560955585824,Medium Risk,Manual Review,752
0,0.08368164756214876,Very Low Risk,Approve,804
1,0.47920577767688394,Very High Risk,Reject,586
0,0.045598482809519066,Very Low Risk,Approve,825
0,0.2593463901396393,High Risk,Reject,707
0,0.36190876160261426,Very High Risk,Reject,651
0,0.27324471102022896,High Risk,Reject,700
0,0.13962088739802747,Low Risk,Manual Review,773
0,0.10379519021609525,Low Risk,Manual Review,793
0,0.10126901818908421,Low Risk,Manual Review,794
0,0.2457488871709179,High Risk,Manual Review,715
0,0.09805953405564445,Low Risk,Approve,796
0,0.11630395298512264,Low Risk,Manual Review,786
0,0.1455569876111098,Low Risk,Manual Review,770
0,0.09459784681976391,Low Risk,Approve,798
1,0.21989597940305286,High Risk,Manual Review,729
0,0.07855578358558152,Very Low Risk,Approve,807
0,0.12546088032904767,Low Risk,Manual Review,781
0,0.07821449739827714,Very Low Risk,Approve,807
1,0.17056272998177718,Medium Risk,Manual Review,756
0,0.315788849810506,Very High Risk,Reject,676
0,0.10239195213106692,Low Risk,Manual Review,794
0,0.2838065420343683,High Risk,Reject,694
0,0.19934869843047348,Medium Risk,Manual Review,740
0,0.0727611888440772,Very Low Risk,Approve,810
0,0.23758804557857235,High Risk,Manual Review,719
0,0.1470686880647544,Low Risk,Manual Review,769
0,0.1242313611836133,Low Risk,Manual Review,782
0,0.03974531190393568,Very Low Risk,Approve,828
0,0.12153046458709896,Low Risk,Manual Review,783
1,0.37627583901150424,Very High Risk,Reject,643
0,0.17049113555900733,Medium Risk,Manual Review,756
1,0.1548674089037102,Medium Risk,Manual Review,765
0,0.25216128248635133,High Risk,Reject,711
0,0.05469169972539099,Very Low Risk,Approve,820
0,0.43127081347253854,Very High Risk,Reject,613
0,0.07536992049978875,Very Low Risk,Approve,809
1,0.09509289949266622,Low Risk,Approve,798
0,0.48405895539400207,Very High Risk,Reject,584
0,0.4660532931157805,Very High Risk,Reject,594
0,0.17535624767582186,Medium Risk,Manual Review,754
0,0.29460704432125084,High Risk,Reject,688
0,0.28168878921266366,High Risk,Reject,695
0,0.15976241489398765,Medium Risk,Manual Review,762
0,0.08588612448422132,Very Low Risk,Approve,803
0,0.13400336844768737,Low Risk,Manual Review,776
0,0.3054677270328532,High Risk,Reject,682
1,0.15599589849634707,Medium Risk,Manual Review,764
0,0.2056324326991581,Medium Risk,Manual Review,737
0,0.028370404458449277,Very Low Risk,Approve,834
0,0.2829341967487245,High Risk,Reject,694
0,0.12269458837207285,Low Risk,Manual Review,783
0,0.16006948430569254,Medium Risk,Manual Review,762
1,0.25143980341864836,High Risk,Reject,712
0,0.3735165070325909,Very High Risk,Reject,645
0,0.2405291623742937,High Risk,Manual Review,718
0,0.4724071213590729,Very High Risk,Reject,590
0,0.1332109084176656,Low Risk,Manual Review,777
1,0.2998293352715231,High Risk,Reject,685
0,0.14142508438721368,Low Risk,Manual Review,772
0,0.09270151449400567,Low Risk,Approve,799
0,0.06862764615520525,Very Low Risk,Approve,812
0,0.4174616005939078,Very High Risk,Reject,620
0,0.24474690067536062,High Risk,Manual Review,715
0,0.16499724903164828,Medium Risk,Manual Review,759
0,0.06303835955144949,Very Low Risk,Approve,815
0,0.08398888415838923,Very Low Risk,Approve,804
0,0.0991692313880218,Low Risk,Approve,795
0,0.047207007713215336,Very Low Risk,Approve,824
0,0.36793627047326466,Very High Risk,Reject,648
0,0.06440370937737892,Very Low Risk,Approve,815
1,0.4259538803860721,Very High Risk,Reject,616
0,0.10360785479252968,Low Risk,Manual Review,793
0,0.10265918673228284,Low Risk,Manual Review,794
1,0.32382680155868676,Very High Risk,Reject,672
0,0.06411003202720023,Very Low Risk,Approve,815
0,0.25362574087002226,High Risk,Reject,711
0,0.13079862837918457,Low Risk,Manual Review,778
1,0.2385691640416869,High Risk,Manual Review,719
0,0.23742371093550466,High Risk,Manual Review,719
0,0.2388613030823981,High Risk,Manual Review,719
1,0.10103195055970156,Low Risk,Manual Review,794
0,0.04907204357424557,Very Low Risk,Approve,823
0,0.21312120316644018,Medium Risk,Manual Review,733
1,0.2780389615722301,High Risk,Reject,697
1,0.4956434948987311,Very High Risk,Reject,577
1,0.40406212548372883,Very High Risk,Reject,628
0,0.23058079648402063,High Risk,Manual Review,723
0,0.1317440163408103,Low Risk,Manual Review,778
0,0.28106785260822204,High Risk,Reject,695
0,0.13865385057988314,Low Risk,Manual Review,774
0,0.22420929481295362,High Risk,Manual Review,727
0,0.20216394486686495,Medium Risk,Manual Review,739
1,0.33312818395165605,Very High Risk,Reject,667
0,0.2969036494718586,High Risk,Reject,687
0,0.04685394919017728,Very Low Risk,Approve,824
0,0.06565391855354222,Very Low Risk,Approve,814
0,0.12131369783791962,Low Risk,Manual Review,783
0,0.03660813333255159,Very Low Risk,Approve,830
0,0.12609046079652794,Low Risk,Manual Review,781
0,0.20511520621656623,Medium Risk,Manual Review,737
0,0.09761461934514833,Low Risk,Approve,796
0,0.12903347753176017,Low Risk,Manual Review,779
0,0.3688881102482619,Very High Risk,Reject,647
0,0.3446450340601843,Very High Risk,Reject,660
0,0.21638364664270543,High Risk,Manual Review,731
0,0.10923994625163302,Low Risk,Manual Review,790
1,0.21975061075834001,High Risk,Manual Review,729
0,0.2190333809040593,High Risk,Manual Review,730
0,0.24132128296059463,High Risk,Manual Review,717
0,0.038722160100120855,Very Low Risk,Approve,829
0,0.22231344957468316,High Risk,Manual Review,728
0,0.030433778459203514,Very Low Risk,Approve,833
0,0.3192853814329635,Very High Risk,Reject,674
1,0.17643109742371368,Medium Risk,Manual Review,753
0,0.12231121112029839,Low Risk,Manual Review,783
1,0.34795737723634323,Very High Risk,Reject,659
0,0.2311189506143729,High Risk,Manual Review,723
0,0.27765823194858197,High Risk,Reject,697
1,0.45026479249041457,Very High Risk,Reject,602
0,0.24317475203911226,High Risk,Manual Review,716
0,0.1278674927899774,Low Risk,Manual Review,780
0,0.04844232919834844,Very Low Risk,Approve,823
0,0.12304763885299745,Low Risk,Manual Review,782
0,0.19223363857545825,Medium Risk,Manual Review,744
0,0.10347375363219555,Low Risk,Manual Review,793
0,0.27698773783332886,High Risk,Reject,698
1,0.2694688709202549,High Risk,Reject,702
0,0.07698653373086935,Very Low Risk,Approve,808
0,0.36069033651364907,Very High Risk,Reject,652
0,0.18970664829696557,Medium Risk,Manual Review,746
0,0.06555528964577687,Very Low Risk,Approve,814
0,0.04152788536548998,Very Low Risk,Approve,827
0,0.22032710291682614,High Risk,Manual Review,729
0,0.0671658593921516,Very Low Risk,Approve,813
0,0.46143318381432646,Very High Risk,Reject,596
1,0.29381475013832214,High Risk,Reject,688
1,0.1802769016623028,Medium Risk,Manual Review,751
0,0.11034379236009843,Low Risk,Manual Review,789
0,0.1542269502966064,Medium Risk,Manual Review,765
0,0.1953855922217822,Medium Risk,Manual Review,743
0,0.1511009888934293,Medium Risk,Manual Review,767
0,0.05243310176181909,Very Low Risk,Approve,821
1,0.28266774919549237,High Risk,Reject,695
0,0.10301047951102303,Low Risk,Manual Review,793
0,0.14662305678919133,Low Risk,Manual Review,769
1,0.45897450756594255,Very High Risk,Reject,598
0,0.20100011639265897,Medium Risk,Manual Review,739
0,0.21854855590915362,High Risk,Manual Review,730
0,0.2626720725605399,High Risk,Reject,706
0,0.07533366516216124,Very Low Risk,Approve,809
0,0.1328886561277336,Low Risk,Manual Review,777
1,0.4991037921135657,Very High Risk,Reject,575
0,0.10707687212786476,Low Risk,Manual Review,791
0,0.3467515414063729,Very High Risk,Reject,659
1,0.4707966795427157,Very High Risk,Reject,591
0,0.08287649928354257,Very Low Risk,Approve,804
0,0.11891883514781187,Low Risk,Manual Review,785
0,0.1329547991439932,Low Risk,Manual Review,777
0,0.09974997771821921,Low Risk,Approve,795
1,0.12348364981399282,Low Risk,Manual Review,782
1,0.2611760410824844,High Risk,Reject,706
0,0.13783879249471379,Low Risk,Manual Review,774
0,0.14944566996077702,Medium Risk,Manual Review,768
0,0.284222282133517,High Risk,Reject,694
0,0.03799547566037779,Very Low Risk,Approve,829
0,0.1772015982508701,Medium Risk,Manual Review,753
0,0.19205888876942628,Medium Risk,Manual Review,744
0,0.08671191896763321,Very Low Risk,Approve,802
0,0.3140450270542614,Very High Risk,Reject,677
0,0.18284509198534502,Medium Risk,Manual Review,749
0,0.28169947606475443,High Risk,Reject,695
0,0.17536943031569793,Medium Risk,Manual Review,754
0,0.4557356890424344,Very High Risk,Reject,599
0,0.13961320785842776,Low Risk,Manual Review,773
0,0.13094290567621614,Low Risk,Manual Review,778
0,0.07244094496704538,Very Low Risk,Approve,810
0,0.04603753578477771,Very Low Risk,Approve,825
1,0.21215912501593187,Medium Risk,Manual Review,733
0,0.24250153832385007,High Risk,Manual Review,717
1,0.5046875976111992,Very High Risk,Reject,572
0,0.20453355766828957,Medium Risk,Manual Review,738
0,0.09404672730036799,Low Risk,Approve,798
0,0.11542240952797637,Low Risk,Manual Review,787
0,0.39746169312269514,Very High Risk,Reject,631
1,0.1206777239602496,Low Risk,Manual Review,784
0,0.14882657574616343,Medium Risk,Manual Review,768
0,0.07314078341086766,Very Low Risk,Approve,810
1,0.2835224109975587,High Risk,Reject,694
0,0.21682944557436787,High Risk,Manual Review,731
0,0.27810618333699716,High Risk,Reject,697
1,0.1282278659611713,Low Risk,Manual Review,779
0,0.3250365026910269,Very High Risk,Reject,671
0,0.4107066345889676,Very High Risk,Reject,624
0,0.13079049027466036,Low Risk,Manual Review,778
1,0.41295190945463295,Very High Risk,Reject,623
0,0.47996232043782355,Very High Risk,Reject,586
0,0.2042052362927166,Medium Risk,Manual Review,738
0,0.1873568024367919,Medium Risk,Manual Review,747
0,0.20157594359926556,Medium Risk,Manual Review,739
0,0.18479911611766262,Medium Risk,Manual Review,748
0,0.2248445745075807,High Risk,Manual Review,726
0,0.1276812570938476,Low Risk,Manual Review,780
0,0.16085639023435377,Medium Risk,Manual Review,762
0,0.12378177200878042,Low Risk,Manual Review,782
0,0.1026423630226861,Low Risk,Manual Review,794
0,0.04895265319021838,Very Low Risk,Approve,823
0,0.2391461890772049,High Risk,Manual Review,718
0,0.11446623627099178,Low Risk,Manual Review,787
0,0.26463714402194594,High Risk,Reject,704
0,0.134733186508927,Low Risk,Manual Review,776
0,0.0702828996578286,Very Low Risk,Approve,811
0,0.4009902823790039,Very High Risk,Reject,629
0,0.4655314902662969,Very High Risk,Reject,594
0,0.26080411564541595,High Risk,Reject,707
1,0.42706055313793195,Very High Risk,Reject,615
0,0.12441326469292179,Low Risk,Manual Review,782
0,0.09189221241324311,Low Risk,Approve,799
0,0.11999638822319679,Low Risk,Manual Review,784
0,0.04314753823558904,Very Low Risk,Approve,826
0,0.16338637597447214,Medium Risk,Manual Review,760
0,0.08671614916302052,Very Low Risk,Approve,802
1,0.2993097280180405,High Risk,Reject,685
0,0.11488812573182824,Low Risk,Manual Review,787
0,0.18108511235823843,Medium Risk,Manual Review,750
