loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,fico_range_low,fico_range_high,open_acc,revol_bal,revol_util,delinq_2yrs,pub_rec,inq_last_6mths,target
15000.0, 60 months,7.89,A,A5,10+ years,MORTGAGE,75000.0,Verified,debt_consolidation,11.04,715.0,719.0,7.0,56273.0,81.9,0.0,0.0,0.0,0
6400.0, 36 months,9.99,B,B1,6 years,RENT,91400.0,Source Verified,credit_card,10.0,740.0,744.0,21.0,8256.0,27.9,0.0,0.0,0.0,0
6025.0, 36 months,10.42,B,B3,10+ years,RENT,93000.0,Not Verified,debt_consolidation,19.55,670.0,674.0,10.0,8798.0,60.0,0.0,0.0,0.0,1
6000.0, 36 months,15.8,C,C3,9 years,RENT,70000.0,Verified,debt_consolidation,22.78,670.0,674.0,8.0,9376.0,65.1,1.0,0.0,1.0,0
15000.0, 36 months,9.67,B,B1,9 years,RENT,110000.0,Not Verified,credit_card,9.37,710.0,714.0,6.0,15374.0,30.2,0.0,0.0,2.0,0
10000.0, 60 months,25.82,E,E4,10+ years,MORTGAGE,60000.0,Verified,home_improvement,25.98,705.0,709.0,9.0,1329.0,10.9,0.0,0.0,0.0,0
10000.0, 36 months,11.22,B,B5,2 years,OWN,30000.0,Source Verified,credit_card,35.36,660.0,664.0,10.0,9075.0,49.1,0.0,1.0,0.0,0
20000.0, 60 months,18.99,D,D3,10+ years,MORTGAGE,70000.0,Source Verified,debt_consolidation,17.27,670.0,674.0,8.0,7012.0,45.2,0.0,0.0,0.0,0
15000.0, 60 months,18.49,E,E2,4 years,MORTGAGE,53000.0,Verified,other,14.15,660.0,664.0,9.0,994.0,38.2,1.0,0.0,2.0,1
35000.0, 36 months,9.16,B,B2,4 years,MORTGAGE,96000.0,Source Verified,debt_consolidation,11.28,700.0,704.0,9.0,6590.0,20.1,0.0,0.0,1.0,1
21000.0, 36 months,10.99,B,B4,10+ years,MORTGAGE,65000.0,Verified,debt_consolidation,23.12,690.0,694.0,14.0,22123.0,39.9,0.0,0.0,0.0,0
15000.0, 60 months,19.99,E,E1,1 year,RENT,45000.0,Verified,debt_consolidation,26.61,685.0,689.0,9.0,9510.0,48.5,0.0,0.0,0.0,1
30000.0, 36 months,7.97,A,A5,10+ years,OWN,151000.0,Verified,debt_consolidation,17.28,680.0,684.0,35.0,56866.0,31.5,1.0,0.0,0.0,0
4000.0, 36 months,7.39,A,A4,10+ years,OWN,63500.0,Source Verified,credit_card,12.87,725.0,729.0,13.0,5597.0,14.7,0.0,0.0,0.0,0
19800.0, 36 months,12.29,C,C1,10+ years,RENT,105000.0,Verified,major_purchase,26.72,770.0,774.0,13.0,2715.0,6.9,0.0,0.0,3.0,0
5000.0, 36 months,9.99,B,B3,10+ years,RENT,57000.0,Verified,other,10.15,665.0,669.0,6.0,9517.0,53.5,0.0,0.0,1.0,0
24000.0, 60 months,15.61,D,D1,10+ years,MORTGAGE,158000.0,Source Verified,debt_consolidation,15.12,660.0,664.0,23.0,24682.0,74.3,0.0,0.0,1.0,0
24000.0, 36 months,16.99,D,D1,10+ years,MORTGAGE,110000.0,Verified,home_improvement,27.01,730.0,734.0,17.0,24260.0,33.3,0.0,1.0,4.0,1
15000.0, 36 months,10.49,B,B2,missing,RENT,45000.0,Not Verified,debt_consolidation,22.41,740.0,744.0,17.0,14030.0,20.5,1.0,0.0,2.0,0
12000.0, 36 months,12.12,B,B3,10+ years,RENT,100000.0,Source Verified,debt_consolidation,10.61,690.0,694.0,7.0,4040.0,89.8,0.0,0.0,0.0,1
17600.0, 36 months,7.62,A,A3,< 1 year,MORTGAGE,85000.0,Verified,debt_consolidation,26.47,705.0,709.0,21.0,32957.0,37.5,0.0,0.0,0.0,0
25000.0, 36 months,13.33,C,C3,4 years,OWN,120000.0,Source Verified,debt_consolidation,16.66,680.0,684.0,33.0,23629.0,27.5,0.0,0.0,1.0,1
15000.0, 36 months,11.49,B,B5,8 years,MORTGAGE,250000.0,Verified,home_improvement,5.41,675.0,679.0,6.0,18571.0,72.3,3.0,0.0,0.0,0
10000.0, 36 months,5.93,A,A1,7 years,OWN,22000.0,Not Verified,credit_card,16.04,785.0,789.0,24.0,12356.0,12.0,0.0,0.0,0.0,0
16450.0, 60 months,17.99,D,D2,8 years,MORTGAGE,43545.6,Verified,debt_consolidation,23.67,705.0,709.0,11.0,34815.0,86.0,0.0,0.0,1.0,0
14000.0, 36 months,15.99,C,C5,5 years,RENT,82500.0,Verified,debt_consolidation,12.28,685.0,689.0,4.0,2714.0,28.3,0.0,0.0,2.0,0
8800.0, 36 months,22.15,E,E5,< 1 year,RENT,32000.0,Verified,small_business,1.88,690.0,694.0,3.0,1984.0,70.9,0.0,0.0,0.0,0
3900.0, 36 months,17.57,D,D4,8 years,RENT,50000.0,Not Verified,medical,18.43,680.0,684.0,17.0,15954.0,60.4,0.0,0.0,0.0,0
20000.0, 60 months,12.29,C,C1,9 years,MORTGAGE,69000.0,Not Verified,debt_consolidation,9.83,665.0,669.0,6.0,14069.0,84.2,0.0,0.0,0.0,1
30000.0, 60 months,16.99,D,D3,9 years,MORTGAGE,92000.0,Verified,debt_consolidation,32.75,675.0,679.0,15.0,20014.0,74.7,0.0,0.0,0.0,1
20000.0, 36 months,10.78,B,B4,10+ years,MORTGAGE,104150.0,Not Verified,debt_consolidation,19.24,715.0,719.0,19.0,18012.0,42.6,0.0,0.0,1.0,0
20000.0, 60 months,14.49,C,C4,< 1 year,MORTGAGE,49000.0,Verified,debt_consolidation,21.55,715.0,719.0,35.0,13217.0,17.4,2.0,0.0,0.0,0
12000.0, 36 months,14.65,C,C5,10+ years,RENT,63000.0,Verified,debt_consolidation,17.71,690.0,694.0,16.0,15338.0,79.9,0.0,0.0,0.0,0
35000.0, 36 months,16.99,D,D1,10+ years,MORTGAGE,175000.0,Verified,debt_consolidation,18.36,660.0,664.0,19.0,21570.0,83.9,0.0,0.0,1.0,0
22000.0, 60 months,20.99,E,E5,4 years,RENT,55000.0,Verified,debt_consolidation,22.43,680.0,684.0,7.0,30312.0,67.5,0.0,0.0,0.0,1
11000.0, 36 months,7.51,A,A4,5 years,MORTGAGE,100000.0,Not Verified,car,8.03,760.0,764.0,14.0,13032.0,15.5,0.0,0.0,1.0,0
5000.0, 36 months,12.49,B,B5,7 years,RENT,33000.0,Verified,debt_consolidation,29.35,685.0,689.0,11.0,7249.0,69.0,0.0,0.0,1.0,0
8500.0, 36 months,11.99,B,B3,1 year,RENT,38000.0,Verified,credit_card,4.42,665.0,669.0,3.0,3628.0,54.1,0.0,5.0,0.0,1
8400.0, 36 months,15.99,D,D2,3 years,MORTGAGE,240000.0,Verified,debt_consolidation,8.12,665.0,669.0,13.0,9563.0,63.8,1.0,0.0,0.0,0
2500.0, 36 months,9.44,B,B1,2 years,MORTGAGE,48000.0,Source Verified,debt_consolidation,7.18,740.0,744.0,8.0,10983.0,48.8,0.0,0.0,0.0,0
15000.0, 36 months,19.99,D,D4,10+ years,RENT,48000.0,Verified,debt_consolidation,32.68,680.0,684.0,19.0,11815.0,38.5,6.0,1.0,2.0,1
15000.0, 60 months,12.99,C,C1,8 years,RENT,74000.0,Source Verified,debt_consolidation,17.45,670.0,674.0,10.0,3468.0,22.1,0.0,0.0,0.0,0
16925.0, 60 months,24.99,F,F3,3 years,MORTGAGE,65000.0,Source Verified,small_business,17.65,675.0,679.0,17.0,34944.0,81.8,2.0,0.0,1.0,1
15000.0, 60 months,19.19,E,E3,6 years,MORTGAGE,123000.0,Source Verified,debt_consolidation,23.84,675.0,679.0,14.0,12883.0,84.8,0.0,0.0,2.0,0
4800.0, 36 months,11.99,C,C1,6 years,OWN,92000.0,Source Verified,debt_consolidation,21.41,665.0,669.0,15.0,32844.0,70.0,0.0,0.0,0.0,1
13350.0, 36 months,14.99,C,C5,8 years,MORTGAGE,38000.0,Source Verified,debt_consolidation,23.77,680.0,684.0,4.0,12956.0,99.7,0.0,0.0,0.0,0
10000.0, 36 months,16.78,C,C5,10+ years,RENT,51000.0,Verified,debt_consolidation,31.32,680.0,684.0,14.0,15981.0,65.8,0.0,0.0,2.0,0
15000.0, 36 months,12.13,B,B5,10+ years,MORTGAGE,105000.0,Source Verified,home_improvement,12.39,670.0,674.0,7.0,4258.0,63.6,2.0,0.0,1.0,0
6500.0, 36 months,6.03,A,A1,7 years,MORTGAGE,71500.0,Source Verified,debt_consolidation,10.43,760.0,764.0,11.0,22410.0,15.9,0.0,0.0,0.0,0
13000.0, 60 months,17.76,D,D1,4 years,RENT,80000.0,Verified,debt_consolidation,6.45,705.0,709.0,10.0,6597.0,23.7,0.0,0.0,1.0,0
9500.0, 36 months,13.35,C,C2,8 years,RENT,75600.0,Verified,credit_card,15.1,685.0,689.0,16.0,9152.0,90.6,0.0,0.0,1.0,0
30000.0, 36 months,8.9,A,A5,7 years,RENT,200000.0,Source Verified,credit_card,12.32,755.0,759.0,22.0,28688.0,22.9,0.0,0.0,2.0,0
22050.0, 36 months,14.49,C,C4,10+ years,MORTGAGE,61387.0,Not Verified,debt_consolidation,20.28,705.0,709.0,14.0,45146.0,44.8,0.0,0.0,1.0,0
25000.0, 60 months,21.99,F,F1,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,15.11,705.0,709.0,11.0,21339.0,68.2,0.0,0.0,2.0,0
3000.0, 36 months,10.75,B,B4,1 year,MORTGAGE,48000.0,Source Verified,debt_consolidation,26.53,705.0,709.0,10.0,7460.0,67.2,0.0,0.0,0.0,0
6000.0, 36 months,10.99,B,B2,1 year,RENT,53000.0,Not Verified,debt_consolidation,8.81,685.0,689.0,11.0,7141.0,41.3,1.0,0.0,0.0,0
9350.0, 36 months,13.99,C,C4,4 years,RENT,26000.0,Verified,credit_card,14.31,670.0,674.0,5.0,9547.0,72.9,0.0,0.0,1.0,0
17000.0, 36 months,11.44,B,B4,10+ years,MORTGAGE,130473.54,Not Verified,other,12.1,670.0,674.0,11.0,3657.0,83.1,5.0,0.0,0.0,0
12000.0, 60 months,12.99,B,B4,8 years,MORTGAGE,38000.0,Verified,debt_consolidation,20.34,725.0,729.0,7.0,5330.0,50.8,0.0,1.0,0.0,1
9750.0, 36 months,18.75,D,D3,3 years,RENT,28560.0,Not Verified,debt_consolidation,14.21,665.0,669.0,7.0,14580.0,94.1,0.0,0.0,2.0,0
6150.0, 36 months,13.98,C,C3,10+ years,MORTGAGE,78500.0,Source Verified,credit_card,23.5,670.0,674.0,17.0,5293.0,41.7,2.0,0.0,3.0,0
10000.0, 36 months,13.98,C,C3,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,14.55,725.0,729.0,8.0,16597.0,43.0,0.0,0.0,1.0,0
15000.0, 60 months,15.59,C,C5,10+ years,RENT,98000.0,Verified,debt_consolidation,18.53,660.0,664.0,6.0,4994.0,46.7,3.0,0.0,2.0,1
16000.0, 60 months,12.99,C,C2,6 years,MORTGAGE,70000.0,Not Verified,credit_card,21.2,660.0,664.0,20.0,18571.0,70.6,2.0,0.0,0.0,0
25000.0, 60 months,23.99,E,E2,6 years,MORTGAGE,75000.0,Source Verified,debt_consolidation,15.55,705.0,709.0,5.0,8193.0,91.0,0.0,0.0,0.0,0
14300.0, 60 months,23.43,F,F1,10+ years,MORTGAGE,52000.0,Source Verified,debt_consolidation,5.65,755.0,759.0,7.0,7272.0,30.8,0.0,0.0,0.0,0
9850.0, 36 months,16.55,D,D2,4 years,RENT,54000.0,Source Verified,debt_consolidation,15.24,670.0,674.0,7.0,1881.0,28.5,2.0,0.0,1.0,1
12000.0, 36 months,17.27,C,C5,4 years,RENT,65000.0,Verified,vacation,8.09,670.0,674.0,16.0,10378.0,38.0,1.0,0.0,1.0,1
10000.0, 36 months,5.32,A,A1,10+ years,MORTGAGE,58759.0,Not Verified,major_purchase,23.75,760.0,764.0,13.0,6705.0,29.0,0.0,0.0,0.0,0
3300.0, 36 months,14.64,C,C3,missing,OWN,29000.0,Verified,credit_card,18.79,660.0,664.0,9.0,3733.0,77.0,0.0,1.0,1.0,0
6825.0, 36 months,13.67,C,C3,missing,OWN,18972.0,Verified,credit_card,25.3,670.0,674.0,6.0,8117.0,89.2,0.0,0.0,0.0,1
4500.0, 36 months,14.99,C,C4,10+ years,MORTGAGE,65000.0,Verified,debt_consolidation,14.24,665.0,669.0,12.0,5410.0,60.1,0.0,2.0,2.0,1
12000.0, 60 months,9.99,B,B3,< 1 year,RENT,100000.0,Not Verified,credit_card,17.79,720.0,724.0,12.0,23142.0,56.4,0.0,0.0,0.0,1
5500.0, 36 months,12.29,C,C1,7 years,RENT,31000.0,Source Verified,debt_consolidation,20.21,710.0,714.0,5.0,5252.0,95.5,0.0,0.0,0.0,1
10000.0, 36 months,12.69,C,C2,10+ years,RENT,106000.0,Source Verified,credit_card,23.73,700.0,704.0,11.0,17089.0,55.1,0.0,0.0,0.0,0
10000.0, 36 months,12.69,C,C2,10+ years,RENT,47000.0,Source Verified,debt_consolidation,18.64,670.0,674.0,9.0,3512.0,53.2,0.0,0.0,1.0,0
15000.0, 36 months,11.49,B,B5,9 years,OWN,80000.0,Source Verified,credit_card,25.19,670.0,674.0,14.0,16137.0,52.6,0.0,1.0,2.0,0
20000.0, 36 months,11.53,B,B5,7 years,RENT,65000.0,Verified,debt_consolidation,11.02,660.0,664.0,20.0,2841.0,42.4,0.0,1.0,1.0,0
8900.0, 36 months,14.3,C,C1,2 years,RENT,75000.0,Not Verified,debt_consolidation,14.69,660.0,664.0,11.0,11473.0,53.6,2.0,0.0,0.0,0
8000.0, 36 months,22.74,E,E1,10+ years,MORTGAGE,245000.0,Not Verified,other,26.79,670.0,674.0,21.0,57343.0,80.0,0.0,0.0,1.0,0
22275.0, 36 months,9.49,B,B2,10+ years,OWN,80000.0,Source Verified,debt_consolidation,27.44,705.0,709.0,28.0,34261.0,37.2,0.0,0.0,0.0,0
12000.0, 36 months,11.49,B,B5,10+ years,MORTGAGE,55000.0,Source Verified,debt_consolidation,31.75,670.0,674.0,14.0,16457.0,80.3,0.0,2.0,0.0,1
20000.0, 36 months,13.99,C,C3,2 years,RENT,75000.0,Verified,other,33.3,660.0,664.0,18.0,13766.0,56.4,0.0,0.0,0.0,0
14000.0, 60 months,10.99,B,B4,10+ years,OWN,48000.0,Not Verified,debt_consolidation,32.58,725.0,729.0,21.0,14222.0,18.4,0.0,0.0,0.0,0
7100.0, 36 months,13.99,C,C4,1 year,RENT,65000.0,Verified,debt_consolidation,12.5,660.0,664.0,8.0,5021.0,49.2,1.0,0.0,2.0,0
3000.0, 36 months,19.52,D,D4,1 year,RENT,33600.0,Not Verified,moving,23.25,695.0,699.0,5.0,4645.0,81.5,0.0,0.0,2.0,0
25725.0, 60 months,24.08,F,F2,3 years,RENT,60500.0,Source Verified,debt_consolidation,21.27,660.0,664.0,28.0,22077.0,93.5,0.0,0.0,1.0,1
5000.0, 36 months,12.74,C,C1,10+ years,RENT,36000.0,Not Verified,debt_consolidation,25.13,670.0,674.0,12.0,3969.0,25.0,0.0,1.0,5.0,0
7200.0, 36 months,5.32,A,A1,10+ years,MORTGAGE,80000.0,Verified,debt_consolidation,19.53,725.0,729.0,14.0,7624.0,21.4,0.0,0.0,0.0,0
4000.0, 36 months,5.32,A,A1,10+ years,MORTGAGE,105000.0,Source Verified,debt_consolidation,16.04,750.0,754.0,18.0,41703.0,26.4,0.0,0.0,0.0,0
12000.0, 36 months,13.67,C,C3,10+ years,OWN,50000.0,Source Verified,debt_consolidation,41.12,680.0,684.0,11.0,10872.0,34.5,2.0,0.0,1.0,0
7000.0, 36 months,9.67,B,B1,5 years,RENT,58000.0,Not Verified,credit_card,28.0,725.0,729.0,12.0,8072.0,44.1,0.0,0.0,1.0,0
14000.0, 36 months,13.33,C,C3,10+ years,RENT,42566.6,Verified,debt_consolidation,28.62,685.0,689.0,12.0,8503.0,41.5,0.0,1.0,0.0,0
16000.0, 60 months,7.89,A,A5,6 years,MORTGAGE,82000.0,Not Verified,credit_card,15.36,760.0,764.0,13.0,11620.0,21.0,0.0,0.0,1.0,0
7500.0, 36 months,16.99,D,D1,4 years,RENT,80000.0,Source Verified,debt_consolidation,7.1,665.0,669.0,7.0,5199.0,55.9,1.0,2.0,6.0,1
20000.0, 36 months,6.03,A,A1,1 year,MORTGAGE,80000.0,Not Verified,debt_consolidation,15.94,765.0,769.0,13.0,7709.0,16.3,0.0,0.0,1.0,0
20000.0, 36 months,7.49,A,A4,5 years,MORTGAGE,78000.0,Source Verified,debt_consolidation,28.58,685.0,689.0,16.0,10696.0,23.0,0.0,1.0,0.0,0
12000.0, 36 months,6.62,A,A2,< 1 year,MORTGAGE,50000.0,Not Verified,debt_consolidation,15.77,780.0,784.0,7.0,115.0,1.8,0.0,0.0,2.0,0
10000.0, 36 months,13.05,B,B5,missing,RENT,45000.0,Source Verified,debt_consolidation,10.45,675.0,679.0,7.0,8026.0,84.5,0.0,0.0,0.0,0
4800.0, 36 months,10.99,B,B4,10+ years,RENT,45000.0,Not Verified,debt_consolidation,20.45,665.0,669.0,6.0,1545.0,34.3,0.0,2.0,0.0,1
15000.0, 36 months,7.89,A,A5,missing,MORTGAGE,51600.0,Verified,credit_card,6.74,690.0,694.0,9.0,13234.0,43.8,0.0,3.0,0.0,0
4000.0, 36 months,7.24,A,A3,10+ years,MORTGAGE,55000.0,Verified,major_purchase,33.52,785.0,789.0,21.0,3063.0,4.6,0.0,0.0,1.0,0
28000.0, 60 months,9.17,B,B2,8 years,MORTGAGE,170000.0,Not Verified,credit_card,6.76,695.0,699.0,16.0,31756.0,74.7,0.0,0.0,0.0,0
15000.0, 60 months,21.49,D,D5,5 years,MORTGAGE,40000.0,Not Verified,other,20.4,705.0,709.0,17.0,5358.0,22.8,1.0,0.0,2.0,0
4800.0, 36 months,10.99,B,B2,10+ years,MORTGAGE,121000.0,Not Verified,credit_card,25.95,675.0,679.0,22.0,43380.0,38.0,6.0,0.0,0.0,0
28400.0, 36 months,15.41,D,D1,10+ years,MORTGAGE,104000.0,Not Verified,debt_consolidation,30.33,685.0,689.0,30.0,21217.0,35.2,0.0,0.0,0.0,0
24000.0, 60 months,16.99,D,D3,10+ years,RENT,75000.0,Verified,debt_consolidation,34.9,680.0,684.0,15.0,8964.0,66.9,1.0,0.0,0.0,1
5000.0, 36 months,18.25,D,D2,10+ years,RENT,54000.0,Not Verified,debt_consolidation,3.49,670.0,674.0,5.0,3722.0,53.2,0.0,1.0,2.0,0
7200.0, 36 months,12.62,C,C1,10+ years,RENT,70000.0,Source Verified,debt_consolidation,11.33,660.0,664.0,6.0,1744.0,32.3,0.0,1.0,0.0,0
24575.0, 36 months,15.8,C,C3,9 years,RENT,62000.0,Verified,debt_consolidation,27.46,705.0,709.0,10.0,24720.0,47.6,0.0,0.0,3.0,0
16500.0, 60 months,24.99,F,F4,< 1 year,MORTGAGE,43680.0,Source Verified,home_improvement,12.86,665.0,669.0,7.0,3250.0,24.1,0.0,2.0,0.0,0
9000.0, 36 months,7.96,A,A5,10+ years,MORTGAGE,60000.0,Not Verified,credit_card,10.62,690.0,694.0,10.0,11525.0,62.0,0.0,0.0,0.0,0
25000.0, 60 months,24.5,F,F3,10+ years,OWN,69500.0,Source Verified,debt_consolidation,28.87,680.0,684.0,18.0,17049.0,65.3,1.0,0.0,1.0,1
3000.0, 36 months,8.99,B,B1,< 1 year,RENT,36000.0,Source Verified,debt_consolidation,4.62,755.0,759.0,5.0,4262.0,8.7,0.0,0.0,1.0,0
7800.0, 36 months,14.46,C,C4,5 years,RENT,44000.0,Verified,debt_consolidation,13.88,660.0,664.0,14.0,7814.0,82.3,0.0,0.0,3.0,0
1800.0, 36 months,12.18,B,B4,3 years,RENT,58000.0,Not Verified,credit_card,4.43,695.0,699.0,5.0,8652.0,50.3,0.0,1.0,1.0,0
8000.0, 36 months,10.42,B,B3,8 years,OWN,65000.0,Not Verified,credit_card,9.38,695.0,699.0,9.0,8141.0,55.8,0.0,0.0,2.0,0
40000.0, 36 months,10.42,B,B3,3 years,MORTGAGE,212000.0,Source Verified,debt_consolidation,17.85,690.0,694.0,17.0,47288.0,70.3,0.0,0.0,0.0,1
11525.0, 36 months,11.99,C,C1,6 years,RENT,40000.0,Not Verified,debt_consolidation,22.68,740.0,744.0,9.0,21744.0,44.6,0.0,0.0,0.0,0
5700.0, 36 months,13.11,B,B4,10+ years,OWN,22000.0,Verified,credit_card,20.89,690.0,694.0,4.0,14757.0,88.9,0.0,0.0,0.0,0
4950.0, 36 months,9.67,B,B1,missing,MORTGAGE,18000.0,Verified,debt_consolidation,12.0,735.0,739.0,3.0,2111.0,23.2,0.0,0.0,0.0,0
6000.0, 36 months,8.18,B,B1,4 years,MORTGAGE,42500.0,Source Verified,credit_card,23.38,660.0,664.0,9.0,3842.0,40.4,0.0,1.0,0.0,0
16000.0, 36 months,5.32,A,A1,4 years,OWN,60000.0,Verified,credit_card,22.62,760.0,764.0,12.0,5259.0,34.8,0.0,0.0,0.0,0
11000.0, 36 months,14.33,C,C2,8 years,MORTGAGE,85000.0,Not Verified,debt_consolidation,24.0,670.0,674.0,21.0,35889.0,57.9,0.0,0.0,2.0,0
4000.0, 36 months,13.98,C,C3,missing,RENT,57732.0,Verified,other,37.02,670.0,674.0,28.0,29721.0,65.3,0.0,1.0,2.0,0
15000.0, 36 months,11.39,B,B3,10+ years,MORTGAGE,164000.0,Verified,debt_consolidation,6.14,675.0,679.0,15.0,22155.0,50.8,0.0,0.0,1.0,0
14650.0, 60 months,13.33,C,C3,10+ years,MORTGAGE,135000.0,Verified,debt_consolidation,15.2,665.0,669.0,10.0,20405.0,76.0,2.0,1.0,1.0,0
35000.0, 36 months,9.99,B,B3,1 year,MORTGAGE,130000.0,Verified,debt_consolidation,15.9,685.0,689.0,17.0,59991.0,85.5,0.0,0.0,0.0,0
20000.0, 36 months,10.15,B,B2,2 years,MORTGAGE,75000.0,Source Verified,credit_card,9.34,695.0,699.0,8.0,22721.0,55.6,0.0,0.0,0.0,0
20000.0, 60 months,20.89,F,F1,10+ years,RENT,65000.0,Verified,debt_consolidation,24.55,660.0,664.0,15.0,23402.0,44.2,1.0,0.0,3.0,1
24000.0, 60 months,14.33,C,C5,1 year,RENT,70000.0,Source Verified,debt_consolidation,18.04,670.0,674.0,11.0,19356.0,53.5,0.0,0.0,0.0,1
17150.0, 60 months,17.57,D,D4,2 years,RENT,72000.0,Source Verified,debt_consolidation,10.1,675.0,679.0,7.0,1150.0,8.5,1.0,0.0,1.0,1
18000.0, 60 months,20.99,E,E5,2 years,RENT,40000.0,Source Verified,other,38.88,675.0,679.0,9.0,16590.0,94.3,1.0,0.0,0.0,1
4800.0, 36 months,14.99,C,C4,< 1 year,RENT,60000.0,Verified,debt_consolidation,23.24,675.0,679.0,10.0,24783.0,77.0,0.0,0.0,0.0,0
6000.0, 36 months,10.49,B,B2,3 years,MORTGAGE,110000.0,Not Verified,other,11.15,710.0,714.0,12.0,7712.0,17.3,0.0,0.0,4.0,0
8000.0, 36 months,10.64,B,B4,3 years,RENT,25000.0,Verified,credit_card,17.76,695.0,699.0,9.0,6733.0,46.4,0.0,0.0,0.0,0
15950.0, 60 months,26.77,G,G1,6 years,OWN,45000.0,Verified,debt_consolidation,23.17,665.0,669.0,9.0,15284.0,73.1,0.0,1.0,0.0,1
6600.0, 36 months,5.32,A,A1,< 1 year,MORTGAGE,130000.0,Not Verified,debt_consolidation,9.98,715.0,719.0,8.0,11428.0,40.1,0.0,0.0,1.0,0
5000.0, 36 months,7.49,A,A4,2 years,RENT,25000.0,Source Verified,credit_card,27.41,705.0,709.0,4.0,9302.0,84.6,0.0,0.0,0.0,0
6925.0, 36 months,14.33,C,C5,10+ years,MORTGAGE,60000.0,Verified,debt_consolidation,34.43,690.0,694.0,14.0,31773.0,80.8,0.0,0.0,1.0,0
25000.0, 60 months,28.72,F,F1,10+ years,MORTGAGE,70000.0,Verified,debt_consolidation,16.54,670.0,674.0,16.0,12301.0,53.3,0.0,0.0,2.0,1
25000.0, 60 months,13.33,C,C3,10+ years,RENT,92000.0,Source Verified,debt_consolidation,13.59,680.0,684.0,9.0,26575.0,68.0,1.0,0.0,0.0,0
7325.0, 36 months,18.99,E,E1,10+ years,MORTGAGE,32000.0,Not Verified,other,16.73,675.0,679.0,11.0,5160.0,40.3,0.0,1.0,1.0,0
18000.0, 36 months,16.55,D,D2,missing,OWN,40000.0,Verified,credit_card,39.69,690.0,694.0,7.0,68766.0,53.0,0.0,0.0,0.0,1
12450.0, 36 months,12.69,C,C2,8 years,MORTGAGE,32000.0,Not Verified,credit_card,23.29,760.0,764.0,9.0,13896.0,35.4,0.0,0.0,4.0,0
18000.0, 36 months,9.17,B,B2,7 years,RENT,120000.0,Source Verified,credit_card,12.07,690.0,694.0,5.0,4999.0,43.5,1.0,0.0,0.0,0
35000.0, 36 months,19.22,D,D5,10+ years,RENT,83175.0,Verified,debt_consolidation,24.3,685.0,689.0,13.0,27022.0,86.3,0.0,0.0,0.0,0
10000.0, 36 months,8.9,A,A5,< 1 year,RENT,130000.0,Verified,debt_consolidation,10.74,720.0,724.0,8.0,13027.0,46.4,1.0,0.0,0.0,0
2900.0, 36 months,24.24,F,F3,5 years,RENT,85000.0,Source Verified,small_business,18.31,675.0,679.0,4.0,3262.0,59.3,0.0,0.0,2.0,0
12000.0, 36 months,9.49,B,B2,3 years,MORTGAGE,57600.0,Not Verified,debt_consolidation,24.71,725.0,729.0,9.0,21036.0,45.3,0.0,0.0,1.0,0
9900.0, 36 months,18.25,E,E1,10+ years,RENT,33000.0,Verified,debt_consolidation,13.09,665.0,669.0,9.0,13492.0,99.9,0.0,0.0,0.0,0
7500.0, 36 months,16.29,C,C4,missing,MORTGAGE,34500.0,Verified,other,10.36,700.0,704.0,4.0,9792.0,69.0,0.0,0.0,0.0,0
21000.0, 60 months,16.99,D,D1,5 years,RENT,120000.0,Source Verified,debt_consolidation,12.51,690.0,694.0,14.0,11721.0,56.6,0.0,0.0,0.0,0
18000.0, 36 months,18.75,D,D3,1 year,MORTGAGE,42000.0,Not Verified,debt_consolidation,22.29,665.0,669.0,14.0,11783.0,86.0,1.0,0.0,0.0,0
10000.0, 60 months,13.99,C,C3,2 years,RENT,49992.0,Source Verified,debt_consolidation,22.59,680.0,684.0,8.0,11246.0,87.2,1.0,0.0,1.0,0
6900.0, 36 months,6.62,A,A2,< 1 year,RENT,35000.0,Not Verified,debt_consolidation,11.72,735.0,739.0,10.0,10078.0,21.3,0.0,0.0,0.0,0
5600.0, 36 months,5.32,A,A1,10+ years,MORTGAGE,81000.0,Not Verified,debt_consolidation,16.68,780.0,784.0,12.0,5400.0,9.7,0.0,0.0,0.0,0
15000.0, 36 months,18.99,D,D4,6 years,RENT,59680.0,Verified,other,7.61,675.0,679.0,10.0,8175.0,37.0,0.0,0.0,3.0,1
12700.0, 36 months,15.8,C,C3,missing,MORTGAGE,38592.0,Verified,debt_consolidation,29.9,670.0,674.0,21.0,24567.0,72.7,0.0,0.0,1.0,0
13000.0, 36 months,17.57,D,D2,4 years,MORTGAGE,42000.0,Verified,home_improvement,31.23,665.0,669.0,7.0,3823.0,40.7,0.0,0.0,2.0,0
35000.0, 36 months,7.89,A,A5,10+ years,MORTGAGE,160000.0,Source Verified,debt_consolidation,18.69,725.0,729.0,17.0,51553.0,38.5,0.0,0.0,0.0,1
5000.0, 36 months,6.39,A,A2,< 1 year,MORTGAGE,32000.0,Not Verified,home_improvement,12.42,670.0,674.0,10.0,3509.0,19.6,0.0,1.0,0.0,0
11575.0, 36 months,18.49,D,D2,10+ years,OWN,34195.0,Not Verified,credit_card,22.21,660.0,664.0,7.0,16034.0,78.6,0.0,0.0,0.0,0
