actual,probability_of_default,risk_band,decision,credit_score
1,0.2567126602098767,High Risk,Reject,709
0,0.14174814727955806,Low Risk,Manual Review,772
0,0.06587166886919357,Very Low Risk,Approve,814
0,0.13964741490540736,Low Risk,Manual Review,773
1,0.4851623284085769,Very High Risk,Reject,583
0,0.2187749143760225,High Risk,Manual Review,730
0,0.047897524798261065,Very Low Risk,Approve,824
1,0.1962872344409576,Medium Risk,Manual Review,742
0,0.047559226012508816,Very Low Risk,Approve,824
0,0.18169821651499196,Medium Risk,Manual Review,750
0,0.13690233695011023,Low Risk,Manual Review,775
0,0.26515595965561156,High Risk,Reject,704
0,0.05309192647040283,Very Low Risk,Approve,821
0,0.13418801352091475,Low Risk,Manual Review,776
1,0.30735909689715596,High Risk,Reject,681
0,0.1649867810725414,Medium Risk,Manual Review,759
0,0.5908168980602913,Very High Risk,Reject,525
1,0.6052144061243708,Very High Risk,Reject,517
0,0.041805159170978455,Very Low Risk,Approve,827
0,0.08198610175242722,Very Low Risk,Approve,805
1,0.18649442484627812,Medium Risk,Manual Review,747
0,0.1519144931192439,Medium Risk,Manual Review,766
0,0.3915091198541935,Very High Risk,Reject,635
0,0.3028944405642579,High Risk,Reject,683
0,0.05096987636696306,Very Low Risk,Approve,822
0,0.46921395663472926,Very High Risk,Reject,592
0,0.5695216058639253,Very High Risk,Reject,537
0,0.38174180597449314,Very High Risk,Reject,640
0,0.17291940861395752,Medium Risk,Manual Review,755
0,0.11653608540488383,Low Risk,Manual Review,786
0,0.048659973018309516,Very Low Risk,Approve,823
0,0.11930351171775735,Low Risk,Manual Review,784
0,0.21358645445488686,High Risk,Manual Review,733
0,0.20051665697981189,Medium Risk,Manual Review,740
0,0.1116556467603293,Low Risk,Manual Review,789
0,0.052220808106994546,Very Low Risk,Approve,821
1,0.15203638173446493,Medium Risk,Manual Review,766
0,0.1479687151341034,Medium Risk,Manual Review,769
0,0.18624330277453952,Medium Risk,Manual Review,748
0,0.16652319364132898,Medium Risk,Manual Review,758
0,0.18824559602719998,Medium Risk,Manual Review,746
0,0.18044593780891618,Medium Risk,Manual Review,751
1,0.06473295123862603,Very Low Risk,Approve,814
0,0.28132436395711136,High Risk,Reject,695
1,0.19536657700815133,Medium Risk,Manual Review,743
0,0.07679724930227133,Very Low Risk,Approve,808
0,0.35622291603603157,Very High Risk,Reject,654
1,0.3352489376350083,Very High Risk,Reject,666
0,0.1294183637021874,Low Risk,Manual Review,779
0,0.44631894468662214,Very High Risk,Reject,605
1,0.3743349938067024,Very High Risk,Reject,644
0,0.15793588887006257,Medium Risk,Manual Review,763
0,0.054905763163577044,Very Low Risk,Approve,820
1,0.5040292073771163,Very High Risk,Reject,573
0,0.1466523280089019,Medium Risk,Manual Review,769
0,0.04736396970428164,Very Low Risk,Approve,824
0,0.28808059650024603,High Risk,Reject,692
0,0.3910900860768115,Very High Risk,Reject,635
0,0.2888849119344226,High Risk,Reject,691
0,0.12705923264143162,Low Risk,Manual Review,780
0,0.1255572493657848,Low Risk,Manual Review,781
0,0.05958963607531679,Very Low Risk,Approve,817
1,0.15496591990714206,Medium Risk,Manual Review,765
0,0.384591048964027,Very High Risk,Reject,638
1,0.3501613098680093,Very High Risk,Reject,657
0,0.3523345809833007,Very High Risk,Reject,656
0,0.3851655091467188,Very High Risk,Reject,638
0,0.33463475573565443,Very High Risk,Reject,666
0,0.07993548432791968,Very Low Risk,Approve,806
0,0.17389653236883582,Medium Risk,Manual Review,754
0,0.23049179597053515,High Risk,Manual Review,723
0,0.12838140956786365,Low Risk,Manual Review,779
0,0.37173351585292586,Very High Risk,Reject,646
0,0.21732776149987595,High Risk,Manual Review,730
0,0.11832025745348457,Low Risk,Manual Review,785
1,0.14357816107705515,Low Risk,Manual Review,771
1,0.16993926445044508,Medium Risk,Manual Review,757
0,0.22482633382665668,High Risk,Manual Review,726
0,0.0942139036486824,Low Risk,Approve,798
1,0.07817929447074573,Very Low Risk,Approve,807
0,0.10407146222186123,Low Risk,Manual Review,793
1,0.27562542434056425,High Risk,Reject,698
0,0.028054729152838367,Very Low Risk,Approve,835
0,0.2277345064976766,High Risk,Manual Review,725
0,0.13939867871019707,Low Risk,Manual Review,773
1,0.42950788572860754,Very High Risk,Reject,614
0,0.2507468175320009,High Risk,Reject,712
0,0.11861172419957544,Low Risk,Manual Review,785
0,0.22807506718518022,High Risk,Manual Review,725
1,0.4534207989994182,Very High Risk,Reject,601
0,0.03197231660844675,Very Low Risk,Approve,832
1,0.13094888949462583,Low Risk,Manual Review,778
0,0.33373189067929876,Very High Risk,Reject,666
0,0.05846990406711997,Very Low Risk,Approve,818
0,0.14423977522615908,Low Risk,Manual Review,771
0,0.2830579459182638,High Risk,Reject,694
0,0.038896307450718835,Very Low Risk,Approve,829
0,0.3492655992551776,Very High Risk,Reject,658
0,0.30367539407262245,High Risk,Reject,683
0,0.18094348515287131,Medium Risk,Manual Review,750
0,0.20820951496898582,Medium Risk,Manual Review,735
0,0.07280375296495345,Very Low Risk,Approve,810
0,0.13017950993000005,Low Risk,Manual Review,778
0,0.18706425311702163,Medium Risk,Manual Review,747
1,0.36163130464855475,Very High Risk,Reject,651
0,0.11402708619255567,Low Risk,Manual Review,787
0,0.2889387392838276,High Risk,Reject,691
0,0.11549423761823938,Low Risk,Manual Review,786
0,0.16349209103645793,Medium Risk,Manual Review,760
0,0.030556734346642914,Very Low Risk,Approve,833
0,0.19984027294813178,Medium Risk,Manual Review,740
0,0.11547522252945304,Low Risk,Manual Review,786
0,0.28084409168157504,High Risk,Reject,696
0,0.09975503676586953,Low Risk,Approve,795
0,0.08875494310851884,Low Risk,Approve,801
0,0.04082346412959393,Very Low Risk,Approve,828
0,0.08868040262919841,Low Risk,Approve,801
0,0.1441355248218113,Low Risk,Manual Review,771
0,0.19275973086540077,Medium Risk,Manual Review,744
0,0.1937890641886346,Medium Risk,Manual Review,743
0,0.5820405256759001,Very High Risk,Reject,530
1,0.16177746859350764,Medium Risk,Manual Review,761
0,0.24073190380892653,High Risk,Manual Review,718
1,0.32538420168034804,Very High Risk,Reject,671
1,0.07487813929626382,Very Low Risk,Approve,809
0,0.29149670340857153,High Risk,Reject,690
0,0.2189133501960152,High Risk,Manual Review,730
1,0.3743810127839651,Very High Risk,Reject,644
0,0.3666105677716877,Very High Risk,Reject,648
0,0.30502626067629696,High Risk,Reject,682
0,0.17159121985206868,Medium Risk,Manual Review,756
0,0.10322613193423391,Low Risk,Manual Review,793
1,0.12224965311886445,Low Risk,Manual Review,783
0,0.13208900875976773,Low Risk,Manual Review,777
0,0.14336143390344303,Low Risk,Manual Review,771
1,0.3369704539149164,Very High Risk,Reject,665
1,0.10892862843301335,Low Risk,Manual Review,790
0,0.10073621097575514,Low Risk,Manual Review,795
1,0.32240278628140095,Very High Risk,Reject,673
0,0.04978666747694119,Very Low Risk,Approve,823
0,0.24073256793021028,High Risk,Manual Review,718
0,0.1516271711116112,Medium Risk,Manual Review,767
0,0.1087904194132947,Low Risk,Manual Review,790
0,0.03330599500542202,Very Low Risk,Approve,832
0,0.27134658567344083,High Risk,Reject,701
1,0.19124650491197032,Medium Risk,Manual Review,745
0,0.03487987126669653,Very Low Risk,Approve,831
0,0.071027391763592,Very Low Risk,Approve,811
0,0.07913223058425455,Very Low Risk,Approve,806
1,0.27460259619411953,High Risk,Reject,699
0,0.4580501715242763,Very High Risk,Reject,598
0,0.06862500481458385,Very Low Risk,Approve,812
1,0.17881431958347463,Medium Risk,Manual Review,752
0,0.12196028217426842,Low Risk,Manual Review,783
0,0.15900660431301947,Medium Risk,Manual Review,763
0,0.09949074724346023,Low Risk,Approve,795
0,0.04046673079176031,Very Low Risk,Approve,828
0,0.4019302144932912,Very High Risk,Reject,629
0,0.35366789766440965,Very High Risk,Reject,655
1,0.3606560010392764,Very High Risk,Reject,652
0,0.12761083456844965,Low Risk,Manual Review,780
0,0.2680661755716168,High Risk,Reject,703
1,0.46809618354103927,Very High Risk,Reject,593
0,0.24699338443598293,High Risk,Manual Review,714
0,0.06744137445109497,Very Low Risk,Approve,813
1,0.24798691264953718,High Risk,Manual Review,714
0,0.1852042540608738,Medium Risk,Manual Review,748
0,0.2528541301949774,High Risk,Reject,711
0,0.1949102899286454,Medium Risk,Manual Review,743
0,0.1094808096044058,Low Risk,Manual Review,790
1,0.43924626193095306,Very High Risk,Reject,608
0,0.294489263921127,High Risk,Reject,688
0,0.03647623698220839,Very Low Risk,Approve,830
0,0.3874251264180636,Very High Risk,Reject,637
0,0.29945966025870885,High Risk,Reject,685
0,0.1143714961515855,Low Risk,Manual Review,787
1,0.35304125789997176,Very High Risk,Reject,656
0,0.08285776954017422,Very Low Risk,Approve,804
0,0.31139573543236054,High Risk,Reject,679
0,0.09676613423430193,Low Risk,Approve,797
1,0.18164852506316742,Medium Risk,Manual Review,750
0,0.2717504173831735,High Risk,Reject,701
0,0.5381435028214183,Very High Risk,Reject,554
0,0.4813683592675807,Very High Risk,Reject,585
0,0.1743890122197405,Medium Risk,Manual Review,754
0,0.3297149003377248,Very High Risk,Reject,669
0,0.17041704105052996,Medium Risk,Manual Review,756
0,0.13365072058685654,Low Risk,Manual Review,776
0,0.11088087760283077,Low Risk,Manual Review,789
0,0.2575250584323548,High Risk,Reject,708
1,0.38265941406240916,Very High Risk,Reject,640
0,0.18741600138587694,Medium Risk,Manual Review,747
0,0.0759474028682026,Very Low Risk,Approve,808
0,0.09235079363112814,Low Risk,Approve,799
0,0.17569915939506012,Medium Risk,Manual Review,753
0,0.06350968598143528,Very Low Risk,Approve,815
0,0.2318973783159234,High Risk,Manual Review,722
0,0.25117003783605923,High Risk,Reject,712
0,0.2617540914799583,High Risk,Reject,706
0,0.15572465345669148,Medium Risk,Manual Review,764
0,0.3065226316037877,High Risk,Reject,681
0,0.3908093964210279,Very High Risk,Reject,635
0,0.20945344081855877,Medium Risk,Manual Review,735
0,0.31357832853278966,Very High Risk,Reject,678
0,0.37070976699093844,Very High Risk,Reject,646
0,0.26755414434754515,High Risk,Reject,703
1,0.34798923698149054,Very High Risk,Reject,659
0,0.21930142717513693,High Risk,Manual Review,729
0,0.1372223822293787,Low Risk,Manual Review,775
0,0.07038882654446792,Very Low Risk,Approve,811
0,0.30703871143048916,High Risk,Reject,681
0,0.29477375020219904,High Risk,Reject,688
0,0.06539683680396434,Very Low Risk,Approve,814
1,0.31122760621494716,High Risk,Reject,679
0,0.05540543633563088,Very Low Risk,Approve,820
1,0.5540431679109833,Very High Risk,Reject,545
0,0.550255322471221,Very High Risk,Reject,547
0,0.09357963553240663,Low Risk,Approve,799
0,0.1475549132414484,Medium Risk,Manual Review,769
1,0.5762150475503018,Very High Risk,Reject,533
1,0.05326967026185385,Very Low Risk,Approve,821
0,0.1308938603977798,Low Risk,Manual Review,778
1,0.17241620559089987,Medium Risk,Manual Review,755
1,0.31681311957204483,Very High Risk,Reject,676
0,0.1765916664841373,Medium Risk,Manual Review,753
0,0.5131918043676309,Very High Risk,Reject,568
0,0.08437112008894744,Very Low Risk,Approve,804
0,0.29767223263337206,High Risk,Reject,686
0,0.19263736258732778,Medium Risk,Manual Review,744
0,0.183070608648069,Medium Risk,Manual Review,749
0,0.2958341649502048,High Risk,Reject,687
0,0.5807107496771596,Very High Risk,Reject,531
0,0.08601798256480152,Very Low Risk,Approve,803
0,0.23589376119027755,High Risk,Manual Review,720
0,0.17677322239243465,Medium Risk,Manual Review,753
0,0.179221039556193,Medium Risk,Manual Review,751
1,0.2404311443403992,High Risk,Manual Review,718
0,0.21850718071665523,High Risk,Manual Review,730
0,0.28928644167868306,High Risk,Reject,691
0,0.03331334671861344,Very Low Risk,Approve,832
0,0.11128225019668644,Low Risk,Manual Review,789
1,0.504552717507036,Very High Risk,Reject,572
0,0.11842002513640952,Low Risk,Manual Review,785
0,0.1262977016743451,Low Risk,Manual Review,781
1,0.409707764943328,Very High Risk,Reject,625
0,0.02754095128722135,Very Low Risk,Approve,835
0,0.12887861973381087,Low Risk,Manual Review,779
0,0.024427725765452168,Very Low Risk,Approve,837
0,0.05586310053777931,Very Low Risk,Approve,819
0,0.04885382979795211,Very Low Risk,Approve,823
0,0.2642699329032428,High Risk,Reject,705
0,0.517378135332127,Very High Risk,Reject,565
0,0.3054580004576699,High Risk,Reject,682
1,0.0529237497042005,Very Low Risk,Approve,821
0,0.09841900049927153,Low Risk,Approve,796
0,0.27783997606760974,High Risk,Reject,697
0,0.0709517942733682,Very Low Risk,Approve,811
0,0.3385539302143666,Very High Risk,Reject,664
0,0.1795915707751813,Medium Risk,Manual Review,751
1,0.0921580130264935,Low Risk,Approve,799
0,0.45677974916113884,Very High Risk,Reject,599
0,0.06627627141229608,Very Low Risk,Approve,814
1,0.5218716440459304,Very High Risk,Reject,563
0,0.1234607772997944,Low Risk,Manual Review,782
0,0.4119611161522796,Very High Risk,Reject,623
0,0.23649469868383138,High Risk,Manual Review,720
1,0.3046248657875047,High Risk,Reject,682
1,0.2916085394018725,High Risk,Reject,690
0,0.6573521826104737,Very High Risk,Reject,488
0,0.30092464920552564,High Risk,Reject,684
0,0.427098010072933,Very High Risk,Reject,615
0,0.3682154933801663,Very High Risk,Reject,647
0,0.2013239583522188,Medium Risk,Manual Review,739
1,0.10791289527430277,Low Risk,Manual Review,791
0,0.17284488797113406,Medium Risk,Manual Review,755
0,0.10391398995281159,Low Risk,Manual Review,793
0,0.12453026724905557,Low Risk,Manual Review,782
0,0.17001498618097832,Medium Risk,Manual Review,756
0,0.3100365431218087,High Risk,Reject,679
0,0.24528303129043275,High Risk,Manual Review,715
0,0.06333622716683772,Very Low Risk,Approve,815
0,0.25777277828686923,High Risk,Reject,708
0,0.264929765136428,High Risk,Reject,704
0,0.1373805081874516,Low Risk,Manual Review,774
1,0.5625545182682327,Very High Risk,Reject,541
0,0.20796415475522245,Medium Risk,Manual Review,736
0,0.31301349093818565,Very High Risk,Reject,678
0,0.2864452053175141,High Risk,Reject,692
1,0.2694682398401021,High Risk,Reject,702
0,0.3686313173071235,Very High Risk,Reject,647
0,0.49711759589083226,Very High Risk,Reject,577
0,0.05084564813460321,Very Low Risk,Approve,822
1,0.4829788976609972,Very High Risk,Reject,584
0,0.34468026684453246,Very High Risk,Reject,660
1,0.38795985488853,Very High Risk,Reject,637
0,0.18906269968166084,Medium Risk,Manual Review,746
1,0.5340812493113812,Very High Risk,Reject,556
0,0.3521705559838675,Very High Risk,Reject,656
0,0.09686927022029906,Low Risk,Approve,797
0,0.03516044696641239,Very Low Risk,Approve,831
0,0.16997701893814715,Medium Risk,Manual Review,757
1,0.1627226364333093,Medium Risk,Manual Review,761
0,0.06068896659642838,Very Low Risk,Approve,817
0,0.23268101479554362,High Risk,Manual Review,722
0,0.4325266841573115,Very High Risk,Reject,612
0,0.44481041581606945,Very High Risk,Reject,605
0,0.13222577429979712,Low Risk,Manual Review,777
1,0.3364389027664252,Very High Risk,Reject,665
0,0.07707167032729668,Very Low Risk,Approve,808
0,0.4734165326911796,Very High Risk,Reject,590
0,0.28709701667943455,High Risk,Reject,692
0,0.20639214947826384,Medium Risk,Manual Review,736
0,0.16623992841274407,Medium Risk,Manual Review,759
0,0.36854802083055843,Very High Risk,Reject,647
1,0.594777428561744,Very High Risk,Reject,523
0,0.1533324029445325,Medium Risk,Manual Review,766
1,0.14564062353258664,Low Risk,Manual Review,770
0,0.30414161345600554,High Risk,Reject,683
0,0.5238745207312604,Very High Risk,Reject,562
0,0.2560993762766743,High Risk,Reject,709
0,0.34186557630342385,Very High Risk,Reject,662
0,0.09449266227519332,Low Risk,Approve,798
0,0.06604097968485415,Very Low Risk,Approve,814
0,0.2717275134120292,High Risk,Reject,701
0,0.4348909594935139,Very High Risk,Reject,611
0,0.15138980170798283,Medium Risk,Manual Review,767
0,0.07348302401126997,Very Low Risk,Approve,810
1,0.21288443592169168,Medium Risk,Manual Review,733
1,0.2756735810478467,High Risk,Reject,698
0,0.17351505568388634,Medium Risk,Manual Review,755
0,0.514904034197188,Very High Risk,Reject,567
0,0.4031506604505891,Very High Risk,Reject,628
0,0.20419055953830617,Medium Risk,Manual Review,738
1,0.09008353748851539,Low Risk,Approve,800
1,0.25222106462091554,High Risk,Reject,711
0,0.09511369608544622,Low Risk,Approve,798
0,0.1805375765757964,Medium Risk,Manual Review,751
1,0.5472441641491002,Very High Risk,Reject,549
0,0.07602111347338218,Very Low Risk,Approve,808
1,0.2273221169269733,High Risk,Manual Review,725
0,0.1126808407652801,Low Risk,Manual Review,788
0,0.33278750825509384,Very High Risk,Reject,667
0,0.3054971456913197,High Risk,Reject,682
0,0.10889018781030085,Low Risk,Manual Review,790
0,0.11255931215096854,Low Risk,Manual Review,788
0,0.09253385494564322,Low Risk,Approve,799
0,0.10288880253979961,Low Risk,Manual Review,793
1,0.3801917979593366,Very High Risk,Reject,641
1,0.3957866516761112,Very High Risk,Reject,632
0,0.23100289084075812,High Risk,Manual Review,723
0,0.10245442821103043,Low Risk,Manual Review,794
0,0.15609631544366911,Medium Risk,Manual Review,764
0,0.1549775765997618,Medium Risk,Manual Review,765
0,0.07898760683133912,Very Low Risk,Approve,807
0,0.30411609666723044,High Risk,Reject,683
0,0.08534415130520329,Very Low Risk,Approve,803
0,0.3270501048072281,Very High Risk,Reject,670
0,0.18825349324434346,Medium Risk,Manual Review,746
1,0.2686577059468205,High Risk,Reject,702
0,0.38116075060734594,Very High Risk,Reject,640
0,0.36740727873237344,Very High Risk,Reject,648
0,0.4386650583012725,Very High Risk,Reject,609
0,0.02652322969359405,Very Low Risk,Approve,835
0,0.029648032369155784,Very Low Risk,Approve,834
0,0.21859903814902396,High Risk,Manual Review,730
0,0.2661044939688401,High Risk,Reject,704
0,0.11378312414225494,Low Risk,Manual Review,787
0,0.04051489801072286,Very Low Risk,Approve,828
0,0.1312773132962759,Low Risk,Manual Review,778
0,0.07152451589492094,Very Low Risk,Approve,811
0,0.26353410002100486,High Risk,Reject,705
0,0.0665744335489871,Very Low Risk,Approve,813
0,0.05874673831943179,Very Low Risk,Approve,818
0,0.030099094387964834,Very Low Risk,Approve,833
0,0.04339099794755472,Very Low Risk,Approve,826
0,0.048501426541352054,Very Low Risk,Approve,823
1,0.09003784252132088,Low Risk,Approve,800
1,0.36525965895573964,Very High Risk,Reject,649
0,0.07520999793643939,Very Low Risk,Approve,809
0,0.09905988758610523,Low Risk,Approve,796
0,0.27364829863945395,High Risk,Reject,699
1,0.4050727979492419,Very High Risk,Reject,627
1,0.21695560665036323,High Risk,Manual Review,731
0,0.13496330024445102,Low Risk,Manual Review,776
0,0.32629832728525027,Very High Risk,Reject,671
1,0.16951432201677408,Medium Risk,Manual Review,757
0,0.09318102710075242,Low Risk,Approve,799
0,0.21826150502151492,High Risk,Manual Review,730
0,0.05392331961761805,Very Low Risk,Approve,820
0,0.14589164020577822,Medium Risk,Manual Review,770
0,0.07926916225183112,Very Low Risk,Approve,806
0,0.12653885822444083,Low Risk,Manual Review,780
0,0.06909471758662433,Very Low Risk,Approve,812
0,0.3400541596275752,Very High Risk,Reject,663
0,0.06841566740682165,Very Low Risk,Approve,812
0,0.4256418319414327,Very High Risk,Reject,616
0,0.2187605290313055,High Risk,Manual Review,730
0,0.08408967097455902,Very Low Risk,Approve,804
0,0.2841704966403544,High Risk,Reject,694
0,0.2475418649001531,High Risk,Manual Review,714
0,0.05943361848401086,Very Low Risk,Approve,817
0,0.16906237462491094,Medium Risk,Manual Review,757
1,0.11475024491702171,Low Risk,Manual Review,787
0,0.22085001014590208,High Risk,Manual Review,729
0,0.31912345775374473,Very High Risk,Reject,674
0,0.20494101846912385,Medium Risk,Manual Review,737
0,0.07880418850121851,Very Low Risk,Approve,807
0,0.24797848434331118,High Risk,Manual Review,714
0,0.07175138886049115,Very Low Risk,Approve,811
0,0.08213295793536222,Very Low Risk,Approve,805
0,0.04587098514337474,Very Low Risk,Approve,825
1,0.27023206479774836,High Risk,Reject,701
0,0.2779772423119825,High Risk,Reject,697
1,0.540202298407895,Very High Risk,Reject,553
0,0.10219964664759645,Low Risk,Manual Review,794
0,0.18438519259557576,Medium Risk,Manual Review,749
0,0.21323433959450053,Medium Risk,Manual Review,733
0,0.043342080437088114,Very Low Risk,Approve,826
0,0.3677160182748624,Very High Risk,Reject,648
0,0.0774969973523736,Very Low Risk,Approve,807
0,0.457935430594757,Very High Risk,Reject,598
0,0.21338827200736624,High Risk,Manual Review,733
0,0.5781290308341818,Very High Risk,Reject,532
0,0.3117688963700996,Very High Risk,Reject,679
1,0.3169050459003224,Very High Risk,Reject,676
0,0.07047070580476385,Very Low Risk,Approve,811
1,0.3843904979841498,Very High Risk,Reject,639
0,0.18169202279971494,Medium Risk,Manual Review,750
0,0.23136108519000154,High Risk,Manual Review,723
0,0.22665795973652292,High Risk,Manual Review,725
0,0.5179100398310034,Very High Risk,Reject,565
0,0.26913939242065105,High Risk,Reject,702
1,0.39698210621086444,Very High Risk,Reject,632
1,0.3745485138279911,Very High Risk,Reject,644
0,0.4127968271465366,Very High Risk,Reject,623
0,0.13986257739311977,Low Risk,Manual Review,773
1,0.25886045193118656,High Risk,Reject,708
0,0.21202760819172492,Medium Risk,Manual Review,733
0,0.1563404497340825,Medium Risk,Manual Review,764
0,0.2555610662570033,High Risk,Reject,709
0,0.39607282300635593,Very High Risk,Reject,632
1,0.376425678275718,Very High Risk,Reject,643
0,0.04182661572271957,Very Low Risk,Approve,827
0,0.0801789374621729,Very Low Risk,Approve,806
0,0.05913814182760201,Very Low Risk,Approve,817
1,0.08547217406575022,Very Low Risk,Approve,803
1,0.34105953788456655,Very High Risk,Reject,662
0,0.10519420345754515,Low Risk,Manual Review,792
0,0.143610127872548,Low Risk,Manual Review,771
1,0.3713601206158214,Very High Risk,Reject,646
0,0.14049620579143443,Low Risk,Manual Review,773
0,0.15634739044308954,Medium Risk,Manual Review,764
0,0.34240540783206896,Very High Risk,Reject,662
1,0.31763051740445447,Very High Risk,Reject,675
0,0.3158135055571837,Very High Risk,Reject,676
0,0.1503977320998502,Medium Risk,Manual Review,767
0,0.27549042953530295,High Risk,Reject,698
0,0.19760206568506927,Medium Risk,Manual Review,741
1,0.14886945258764797,Medium Risk,Manual Review,768
0,0.24066594821851614,High Risk,Manual Review,718
1,0.24476899724857384,High Risk,Manual Review,715
0,0.38143369535711275,Very High Risk,Reject,640
0,0.32325342859307205,Very High Risk,Reject,672
0,0.2072022537870233,Medium Risk,Manual Review,736
0,0.09259989103767242,Low Risk,Approve,799
0,0.22663450497892898,High Risk,Manual Review,725
0,0.026571675825264127,Very Low Risk,Approve,835
1,0.27220994808599613,High Risk,Reject,700
1,0.4447565115070817,Very High Risk,Reject,605
1,0.06611343055059157,Very Low Risk,Approve,814
0,0.06372938918242319,Very Low Risk,Approve,815
0,0.24141633400913493,High Risk,Manual Review,717
1,0.3389677083159727,Very High Risk,Reject,664
0,0.08676553848781167,Very Low Risk,Approve,802
0,0.48878383980275264,Very High Risk,Reject,581
0,0.11460875847088917,Low Risk,Manual Review,787
0,0.1530807939875708,Medium Risk,Manual Review,766
0,0.1932641094782068,Medium Risk,Manual Review,744
0,0.36192259853082365,Very High Risk,Reject,651
0,0.07998991029627521,Very Low Risk,Approve,806
0,0.09766111245316171,Low Risk,Approve,796
0,0.054019768677402685,Very Low Risk,Approve,820
0,0.09169792871162076,Low Risk,Approve,800
0,0.26650316289945436,High Risk,Reject,703
0,0.2804385168357637,High Risk,Reject,696
0,0.4800563695991754,Very High Risk,Reject,586
0,0.13320875650206085,Low Risk,Manual Review,777
1,0.4622239290957745,Very High Risk,Reject,596
0,0.44059232766757794,Very High Risk,Reject,608
1,0.09105045641078417,Low Risk,Approve,800
0,0.2133270477602829,High Risk,Manual Review,733
0,0.042710067748864836,Very Low Risk,Approve,827
0,0.24165568686786204,High Risk,Manual Review,717
1,0.53827933158183,Very High Risk,Reject,554
0,0.12316645228367967,Low Risk,Manual Review,782
0,0.04428238513955441,Very Low Risk,Approve,826
0,0.06154610307723161,Very Low Risk,Approve,816
0,0.08287968470384638,Very Low Risk,Approve,804
0,0.3931620199381774,Very High Risk,Reject,634
0,0.06713612220007317,Very Low Risk,Approve,813
0,0.17118760188778076,Medium Risk,Manual Review,756
0,0.19026468716744646,Medium Risk,Manual Review,745
0,0.32531360516114977,Very High Risk,Reject,671
0,0.10549130569028126,Low Risk,Manual Review,792
1,0.0888707359801628,Low Risk,Approve,801
0,0.03190485645673482,Very Low Risk,Approve,832
0,0.16477207671436067,Medium Risk,Manual Review,759
0,0.02424216141002203,Very Low Risk,Approve,837
0,0.11789467410427656,Low Risk,Manual Review,785
0,0.18817241966284928,Medium Risk,Manual Review,747
1,0.2595668225192327,High Risk,Reject,707
0,0.20658418715345084,Medium Risk,Manual Review,736
0,0.2744564696555368,High Risk,Reject,699
0,0.18756545111182268,Medium Risk,Manual Review,747
1,0.2922850091794655,High Risk,Reject,689
0,0.0865343558930634,Very Low Risk,Approve,802
0,0.19051319188343177,Medium Risk,Manual Review,745
0,0.25166151867570963,High Risk,Reject,712
0,0.11882814017009335,Low Risk,Manual Review,785
0,0.18369908766535378,Medium Risk,Manual Review,749
1,0.19705165067036573,Medium Risk,Manual Review,742
1,0.1984826300579737,Medium Risk,Manual Review,741
0,0.19789087555460116,Medium Risk,Manual Review,741
0,0.19730781566457595,Medium Risk,Manual Review,741
0,0.1188474756044007,Low Risk,Manual Review,785
1,0.21202822614118774,Medium Risk,Manual Review,733
1,0.5104432900542352,Very High Risk,Reject,569
0,0.09363891251853927,Low Risk,Approve,798
0,0.13306766353853822,Low Risk,Manual Review,777
0,0.19851981658972417,Medium Risk,Manual Review,741
1,0.10021069911831082,Low Risk,Manual Review,795
0,0.3068770184054693,High Risk,Reject,681
0,0.4890846196854822,Very High Risk,Reject,581
1,0.38804285583974857,Very High Risk,Reject,637
0,0.15309718508935669,Medium Risk,Manual Review,766
0,0.047393609180954074,Very Low Risk,Approve,824
0,0.27116872344944337,High Risk,Reject,701
1,0.2800174397444171,High Risk,Reject,696
0,0.2563118512885262,High Risk,Reject,709
1,0.34023714746152367,Very High Risk,Reject,663
0,0.19252401562033075,Medium Risk,Manual Review,744
0,0.12994401701280345,Low Risk,Manual Review,779
0,0.02773002754364012,Very Low Risk,Approve,835
0,0.19607433734300522,Medium Risk,Manual Review,742
1,0.3826688928939412,Very High Risk,Reject,640
0,0.03688636980696801,Very Low Risk,Approve,830
1,0.4361492794040739,Very High Risk,Reject,610
0,0.037682479104204226,Very Low Risk,Approve,829
0,0.22722046052576503,High Risk,Manual Review,725
0,0.13501474214640805,Low Risk,Manual Review,776
0,0.3146363296403522,Very High Risk,Reject,677
0,0.12026106782542409,Low Risk,Manual Review,784
1,0.2628695321599914,High Risk,Reject,705
0,0.2409381117585825,High Risk,Manual Review,717
0,0.1419117487198014,Low Risk,Manual Review,772
0,0.20056028237205875,Medium Risk,Manual Review,740
0,0.14218637258000513,Low Risk,Manual Review,772
0,0.0637743459469834,Very Low Risk,Approve,815
0,0.0659129553310607,Very Low Risk,Approve,814
0,0.2905627499977758,High Risk,Reject,690
0,0.03611208131255465,Very Low Risk,Approve,830
0,0.1879788156200425,Medium Risk,Manual Review,747
0,0.24994052809689182,High Risk,Manual Review,713
1,0.47819743693927647,Very High Risk,Reject,587
1,0.11081272661833816,Low Risk,Manual Review,789
0,0.043602296849595955,Very Low Risk,Approve,826
1,0.30130270981285506,High Risk,Reject,684
0,0.22142161349007536,High Risk,Manual Review,728
0,0.03949266130292463,Very Low Risk,Approve,828
0,0.1444113291598598,Low Risk,Manual Review,771
0,0.12203632763718329,Low Risk,Manual Review,783
0,0.039023384515784396,Very Low Risk,Approve,829
0,0.17593509447227137,Medium Risk,Manual Review,753
0,0.19836373070034172,Medium Risk,Manual Review,741
